id,id_competition,competition,pays,id_club,club,saison
8924,31,Liga Portugal,Portugal,401,Sporting CP,2001-2002
8925,31,Liga Portugal,Portugal,757,Clube Desportivo Nacional,2002-2003
8926,31,Liga Portugal,Portugal,382,SC Braga,2002-2003
8928,31,Liga Portugal,Portugal,778,Moreirense FC,2002-2003
8929,31,Liga Portugal,Portugal,556,Boavista FC,2002-2003
8930,31,Liga Portugal,Portugal,864,CD Santa Clara,2002-2003
8931,31,Liga Portugal,Portugal,736,União Desportiva de Leiria,2002-2003
8932,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2002-2003
8933,31,Liga Portugal,Portugal,197,FC Porto,2002-2003
8934,31,Liga Portugal,Portugal,809,FC Paços de Ferreira,2002-2003
8935,31,Liga Portugal,Portugal,547,SC Beira-Mar,2002-2003
8936,31,Liga Portugal,Portugal,393,SL Benfica,2002-2003
8937,31,Liga Portugal,Portugal,676,Gil Vicente FC,2002-2003
8938,31,Liga Portugal,Portugal,767,CS Maritimo,2002-2003
8939,31,Liga Portugal,Portugal,871,Vitória FC,2002-2003
8940,31,Liga Portugal,Portugal,510,Académica,2002-2003
8941,31,Liga Portugal,Portugal,927,Varzim Sport Club,2002-2003
8942,31,Liga Portugal,Portugal,401,Sporting CP,2002-2003
8943,31,Liga Portugal,Portugal,757,Clube Desportivo Nacional,2003-2004
8944,31,Liga Portugal,Portugal,382,SC Braga,2003-2004
8946,31,Liga Portugal,Portugal,646,CF Estrela da Amadora,2003-2004
8947,31,Liga Portugal,Portugal,525,FC Alverca,2003-2004
8948,31,Liga Portugal,Portugal,778,Moreirense FC,2003-2004
8949,31,Liga Portugal,Portugal,556,Boavista FC,2003-2004
8950,31,Liga Portugal,Portugal,736,União Desportiva de Leiria,2003-2004
8951,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2003-2004
8952,31,Liga Portugal,Portugal,197,FC Porto,2003-2004
8953,31,Liga Portugal,Portugal,809,FC Paços de Ferreira,2003-2004
8954,31,Liga Portugal,Portugal,676,Gil Vicente FC,2003-2004
8955,31,Liga Portugal,Portugal,393,SL Benfica,2003-2004
8956,31,Liga Portugal,Portugal,547,SC Beira-Mar,2003-2004
8957,31,Liga Portugal,Portugal,848,Rio Ave FC,2003-2004
8958,31,Liga Portugal,Portugal,767,CS Maritimo,2003-2004
8959,31,Liga Portugal,Portugal,510,Académica,2003-2004
8960,31,Liga Portugal,Portugal,401,Sporting CP,2003-2004
8961,31,Liga Portugal,Portugal,757,Clube Desportivo Nacional,2004-2005
8962,31,Liga Portugal,Portugal,382,SC Braga,2004-2005
8964,31,Liga Portugal,Portugal,778,Moreirense FC,2004-2005
8965,31,Liga Portugal,Portugal,556,Boavista FC,2004-2005
8966,31,Liga Portugal,Portugal,736,União Desportiva de Leiria,2004-2005
8967,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2004-2005
8968,31,Liga Portugal,Portugal,848,Rio Ave FC,2004-2005
8969,31,Liga Portugal,Portugal,197,FC Porto,2004-2005
8970,31,Liga Portugal,Portugal,647,Grupo Desportivo Estoril-Praia,2004-2005
8971,31,Liga Portugal,Portugal,547,SC Beira-Mar,2004-2005
8972,31,Liga Portugal,Portugal,676,Gil Vicente FC,2004-2005
8973,31,Liga Portugal,Portugal,393,SL Benfica,2004-2005
8974,31,Liga Portugal,Portugal,767,CS Maritimo,2004-2005
8975,31,Liga Portugal,Portugal,871,Vitória FC,2004-2005
8976,31,Liga Portugal,Portugal,510,Académica,2004-2005
8977,31,Liga Portugal,Portugal,814,FC de Penafiel,2004-2005
8978,31,Liga Portugal,Portugal,401,Sporting CP,2004-2005
8979,31,Liga Portugal,Portugal,757,Clube Desportivo Nacional,2005-2006
8980,31,Liga Portugal,Portugal,382,SC Braga,2005-2006
8982,31,Liga Portugal,Portugal,646,CF Estrela da Amadora,2005-2006
8983,31,Liga Portugal,Portugal,556,Boavista FC,2005-2006
8984,31,Liga Portugal,Portugal,736,União Desportiva de Leiria,2005-2006
8985,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2005-2006
8986,31,Liga Portugal,Portugal,197,FC Porto,2005-2006
8987,31,Liga Portugal,Portugal,784,Associação Naval 1º de Maio,2005-2006
8988,31,Liga Portugal,Portugal,809,FC Paços de Ferreira,2005-2006
8989,31,Liga Portugal,Portugal,676,Gil Vicente FC,2005-2006
8990,31,Liga Portugal,Portugal,393,SL Benfica,2005-2006
8991,31,Liga Portugal,Portugal,848,Rio Ave FC,2005-2006
8992,31,Liga Portugal,Portugal,767,CS Maritimo,2005-2006
8993,31,Liga Portugal,Portugal,871,Vitória FC,2005-2006
8994,31,Liga Portugal,Portugal,510,Académica,2005-2006
8995,31,Liga Portugal,Portugal,814,FC de Penafiel,2005-2006
8996,31,Liga Portugal,Portugal,401,Sporting CP,2005-2006
8997,31,Liga Portugal,Portugal,757,Clube Desportivo Nacional,2006-2007
8998,31,Liga Portugal,Portugal,382,SC Braga,2006-2007
9000,31,Liga Portugal,Portugal,646,CF Estrela da Amadora,2006-2007
9001,31,Liga Portugal,Portugal,556,Boavista FC,2006-2007
9002,31,Liga Portugal,Portugal,784,Associação Naval 1º de Maio,2006-2007
9003,31,Liga Portugal,Portugal,736,União Desportiva de Leiria,2006-2007
9004,31,Liga Portugal,Portugal,197,FC Porto,2006-2007
9005,31,Liga Portugal,Portugal,537,CD Aves,2006-2007
9006,31,Liga Portugal,Portugal,809,FC Paços de Ferreira,2006-2007
9007,31,Liga Portugal,Portugal,547,SC Beira-Mar,2006-2007
9008,31,Liga Portugal,Portugal,393,SL Benfica,2006-2007
9009,31,Liga Portugal,Portugal,767,CS Maritimo,2006-2007
9010,31,Liga Portugal,Portugal,871,Vitória FC,2006-2007
9011,31,Liga Portugal,Portugal,510,Académica,2006-2007
9012,31,Liga Portugal,Portugal,401,Sporting CP,2006-2007
9013,31,Liga Portugal,Portugal,757,Clube Desportivo Nacional,2007-2008
9014,31,Liga Portugal,Portugal,382,SC Braga,2007-2008
9016,31,Liga Portugal,Portugal,646,CF Estrela da Amadora,2007-2008
9017,31,Liga Portugal,Portugal,556,Boavista FC,2007-2008
9018,31,Liga Portugal,Portugal,736,União Desportiva de Leiria,2007-2008
9019,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2007-2008
9020,31,Liga Portugal,Portugal,784,Associação Naval 1º de Maio,2007-2008
9021,31,Liga Portugal,Portugal,737,Leixões Sport Club,2007-2008
9022,31,Liga Portugal,Portugal,197,FC Porto,2007-2008
9023,31,Liga Portugal,Portugal,809,FC Paços de Ferreira,2007-2008
9024,31,Liga Portugal,Portugal,393,SL Benfica,2007-2008
9025,31,Liga Portugal,Portugal,767,CS Maritimo,2007-2008
9026,31,Liga Portugal,Portugal,871,Vitória FC,2007-2008
9027,31,Liga Portugal,Portugal,510,Académica,2007-2008
9028,31,Liga Portugal,Portugal,401,Sporting CP,2007-2008
9029,31,Liga Portugal,Portugal,757,Clube Desportivo Nacional,2008-2009
9030,31,Liga Portugal,Portugal,382,SC Braga,2008-2009
9032,31,Liga Portugal,Portugal,646,CF Estrela da Amadora,2008-2009
9033,31,Liga Portugal,Portugal,784,Associação Naval 1º de Maio,2008-2009
9034,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2008-2009
9035,31,Liga Portugal,Portugal,197,FC Porto,2008-2009
9036,31,Liga Portugal,Portugal,737,Leixões Sport Club,2008-2009
9037,31,Liga Portugal,Portugal,809,FC Paços de Ferreira,2008-2009
9038,31,Liga Portugal,Portugal,393,SL Benfica,2008-2009
9039,31,Liga Portugal,Portugal,848,Rio Ave FC,2008-2009
9040,31,Liga Portugal,Portugal,911,CD Trofense,2008-2009
9041,31,Liga Portugal,Portugal,871,Vitória FC,2008-2009
9042,31,Liga Portugal,Portugal,767,CS Maritimo,2008-2009
9043,31,Liga Portugal,Portugal,510,Académica,2008-2009
9044,31,Liga Portugal,Portugal,401,Sporting CP,2008-2009
9045,31,Liga Portugal,Portugal,757,Clube Desportivo Nacional,2009-2010
9046,31,Liga Portugal,Portugal,382,SC Braga,2009-2010
9047,31,Liga Portugal,Portugal,800,SC Olhanense,2009-2010
9049,31,Liga Portugal,Portugal,736,União Desportiva de Leiria,2009-2010
9050,31,Liga Portugal,Portugal,784,Associação Naval 1º de Maio,2009-2010
9051,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2009-2010
9052,31,Liga Portugal,Portugal,737,Leixões Sport Club,2009-2010
9053,31,Liga Portugal,Portugal,197,FC Porto,2009-2010
9054,31,Liga Portugal,Portugal,809,FC Paços de Ferreira,2009-2010
9055,31,Liga Portugal,Portugal,393,SL Benfica,2009-2010
9056,31,Liga Portugal,Portugal,848,Rio Ave FC,2009-2010
9057,31,Liga Portugal,Portugal,767,CS Maritimo,2009-2010
9058,31,Liga Portugal,Portugal,871,Vitória FC,2009-2010
9059,31,Liga Portugal,Portugal,510,Académica,2009-2010
9060,31,Liga Portugal,Portugal,401,Sporting CP,2009-2010
9061,31,Liga Portugal,Portugal,757,Clube Desportivo Nacional,2010-2011
9062,31,Liga Portugal,Portugal,382,SC Braga,2010-2011
9063,31,Liga Portugal,Portugal,800,SC Olhanense,2010-2011
9064,31,Liga Portugal,Portugal,826,Portimonense SC,2010-2011
9065,31,Liga Portugal,Portugal,784,Associação Naval 1º de Maio,2010-2011
9066,31,Liga Portugal,Portugal,736,União Desportiva de Leiria,2010-2011
9067,31,Liga Portugal,Portugal,197,FC Porto,2010-2011
9068,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2010-2011
9069,31,Liga Portugal,Portugal,809,FC Paços de Ferreira,2010-2011
9070,31,Liga Portugal,Portugal,547,SC Beira-Mar,2010-2011
9071,31,Liga Portugal,Portugal,393,SL Benfica,2010-2011
9072,31,Liga Portugal,Portugal,848,Rio Ave FC,2010-2011
9073,31,Liga Portugal,Portugal,767,CS Maritimo,2010-2011
9074,31,Liga Portugal,Portugal,871,Vitória FC,2010-2011
9075,31,Liga Portugal,Portugal,510,Académica,2010-2011
9076,31,Liga Portugal,Portugal,401,Sporting CP,2010-2011
9077,31,Liga Portugal,Portugal,757,Clube Desportivo Nacional,2011-2012
9078,31,Liga Portugal,Portugal,382,SC Braga,2011-2012
9079,31,Liga Portugal,Portugal,800,SC Olhanense,2011-2012
9080,31,Liga Portugal,Portugal,736,União Desportiva de Leiria,2011-2012
9081,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2011-2012
9082,31,Liga Portugal,Portugal,197,FC Porto,2011-2012
9083,31,Liga Portugal,Portugal,660,Clube Desportivo Feirense,2011-2012
9084,31,Liga Portugal,Portugal,809,FC Paços de Ferreira,2011-2012
9085,31,Liga Portugal,Portugal,676,Gil Vicente FC,2011-2012
9086,31,Liga Portugal,Portugal,393,SL Benfica,2011-2012
9087,31,Liga Portugal,Portugal,547,SC Beira-Mar,2011-2012
9088,31,Liga Portugal,Portugal,848,Rio Ave FC,2011-2012
9089,31,Liga Portugal,Portugal,767,CS Maritimo,2011-2012
9090,31,Liga Portugal,Portugal,871,Vitória FC,2011-2012
9091,31,Liga Portugal,Portugal,510,Académica,2011-2012
9092,31,Liga Portugal,Portugal,401,Sporting CP,2011-2012
9093,31,Liga Portugal,Portugal,757,Clube Desportivo Nacional,2012-2013
9094,31,Liga Portugal,Portugal,382,SC Braga,2012-2013
9095,31,Liga Portugal,Portugal,800,SC Olhanense,2012-2013
9096,31,Liga Portugal,Portugal,778,Moreirense FC,2012-2013
9097,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2012-2013
9098,31,Liga Portugal,Portugal,197,FC Porto,2012-2013
9099,31,Liga Portugal,Portugal,809,FC Paços de Ferreira,2012-2013
9100,31,Liga Portugal,Portugal,676,Gil Vicente FC,2012-2013
9101,31,Liga Portugal,Portugal,393,SL Benfica,2012-2013
9102,31,Liga Portugal,Portugal,547,SC Beira-Mar,2012-2013
9103,31,Liga Portugal,Portugal,848,Rio Ave FC,2012-2013
9104,31,Liga Portugal,Portugal,647,Grupo Desportivo Estoril-Praia,2012-2013
9105,31,Liga Portugal,Portugal,871,Vitória FC,2012-2013
9106,31,Liga Portugal,Portugal,767,CS Maritimo,2012-2013
9107,31,Liga Portugal,Portugal,510,Académica,2012-2013
9108,31,Liga Portugal,Portugal,401,Sporting CP,2012-2013
9109,31,Liga Portugal,Portugal,532,FC Arouca,2013-2014
9110,31,Liga Portugal,Portugal,757,Clube Desportivo Nacional,2013-2014
9111,31,Liga Portugal,Portugal,382,SC Braga,2013-2014
9112,31,Liga Portugal,Portugal,800,SC Olhanense,2013-2014
9114,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2013-2014
9115,31,Liga Portugal,Portugal,197,FC Porto,2013-2014
9116,31,Liga Portugal,Portugal,809,FC Paços de Ferreira,2013-2014
9117,31,Liga Portugal,Portugal,676,Gil Vicente FC,2013-2014
9118,31,Liga Portugal,Portugal,647,Grupo Desportivo Estoril-Praia,2013-2014
9119,31,Liga Portugal,Portugal,393,SL Benfica,2013-2014
9120,31,Liga Portugal,Portugal,848,Rio Ave FC,2013-2014
9121,31,Liga Portugal,Portugal,767,CS Maritimo,2013-2014
9122,31,Liga Portugal,Portugal,871,Vitória FC,2013-2014
9123,31,Liga Portugal,Portugal,510,Académica,2013-2014
9124,31,Liga Portugal,Portugal,401,Sporting CP,2013-2014
9125,31,Liga Portugal,Portugal,532,FC Arouca,2014-2015
9126,31,Liga Portugal,Portugal,757,Clube Desportivo Nacional,2014-2015
9127,31,Liga Portugal,Portugal,382,SC Braga,2014-2015
9129,31,Liga Portugal,Portugal,778,Moreirense FC,2014-2015
9130,31,Liga Portugal,Portugal,556,Boavista FC,2014-2015
9131,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2014-2015
9132,31,Liga Portugal,Portugal,197,FC Porto,2014-2015
9133,31,Liga Portugal,Portugal,809,FC Paços de Ferreira,2014-2015
9134,31,Liga Portugal,Portugal,676,Gil Vicente FC,2014-2015
9135,31,Liga Portugal,Portugal,393,SL Benfica,2014-2015
9136,31,Liga Portugal,Portugal,401,Sporting CP,2014-2015
9137,31,Liga Portugal,Portugal,848,Rio Ave FC,2014-2015
9138,31,Liga Portugal,Portugal,767,CS Maritimo,2014-2015
9139,31,Liga Portugal,Portugal,647,Grupo Desportivo Estoril-Praia,2014-2015
9140,31,Liga Portugal,Portugal,871,Vitória FC,2014-2015
9141,31,Liga Portugal,Portugal,510,Académica,2014-2015
9142,31,Liga Portugal,Portugal,814,FC de Penafiel,2014-2015
9143,31,Liga Portugal,Portugal,532,FC Arouca,2015-2016
9144,31,Liga Portugal,Portugal,757,Clube Desportivo Nacional,2015-2016
9145,31,Liga Portugal,Portugal,382,SC Braga,2015-2016
9147,31,Liga Portugal,Portugal,919,CF União,2015-2016
9148,31,Liga Portugal,Portugal,778,Moreirense FC,2015-2016
9149,31,Liga Portugal,Portugal,556,Boavista FC,2015-2016
9150,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2015-2016
9151,31,Liga Portugal,Portugal,197,FC Porto,2015-2016
9152,31,Liga Portugal,Portugal,809,FC Paços de Ferreira,2015-2016
9153,31,Liga Portugal,Portugal,647,Grupo Desportivo Estoril-Praia,2015-2016
9154,31,Liga Portugal,Portugal,393,SL Benfica,2015-2016
9155,31,Liga Portugal,Portugal,401,Sporting CP,2015-2016
9156,31,Liga Portugal,Portugal,848,Rio Ave FC,2015-2016
9157,31,Liga Portugal,Portugal,767,CS Maritimo,2015-2016
9158,31,Liga Portugal,Portugal,871,Vitória FC,2015-2016
9159,31,Liga Portugal,Portugal,510,Académica,2015-2016
9160,31,Liga Portugal,Portugal,905,CD Tondela,2015-2016
9161,31,Liga Portugal,Portugal,532,FC Arouca,2016-2017
9162,31,Liga Portugal,Portugal,757,Clube Desportivo Nacional,2016-2017
9163,31,Liga Portugal,Portugal,382,SC Braga,2016-2017
9165,31,Liga Portugal,Portugal,778,Moreirense FC,2016-2017
9166,31,Liga Portugal,Portugal,556,Boavista FC,2016-2017
9167,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2016-2017
9168,31,Liga Portugal,Portugal,197,FC Porto,2016-2017
9169,31,Liga Portugal,Portugal,660,Clube Desportivo Feirense,2016-2017
9170,31,Liga Portugal,Portugal,809,FC Paços de Ferreira,2016-2017
9171,31,Liga Portugal,Portugal,647,Grupo Desportivo Estoril-Praia,2016-2017
9172,31,Liga Portugal,Portugal,393,SL Benfica,2016-2017
9173,31,Liga Portugal,Portugal,401,Sporting CP,2016-2017
9174,31,Liga Portugal,Portugal,848,Rio Ave FC,2016-2017
9175,31,Liga Portugal,Portugal,767,CS Maritimo,2016-2017
9176,31,Liga Portugal,Portugal,871,Vitória FC,2016-2017
9177,31,Liga Portugal,Portugal,598,Grupo Desportivo de Chaves,2016-2017
9178,31,Liga Portugal,Portugal,905,CD Tondela,2016-2017
9179,31,Liga Portugal,Portugal,382,SC Braga,2017-2018
9181,31,Liga Portugal,Portugal,826,Portimonense SC,2017-2018
9182,31,Liga Portugal,Portugal,778,Moreirense FC,2017-2018
9183,31,Liga Portugal,Portugal,556,Boavista FC,2017-2018
9184,31,Liga Portugal,Portugal,905,CD Tondela,2017-2018
9185,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2017-2018
9186,31,Liga Portugal,Portugal,197,FC Porto,2017-2018
9187,31,Liga Portugal,Portugal,537,CD Aves,2017-2018
9188,31,Liga Portugal,Portugal,660,Clube Desportivo Feirense,2017-2018
9189,31,Liga Portugal,Portugal,809,FC Paços de Ferreira,2017-2018
9190,31,Liga Portugal,Portugal,647,Grupo Desportivo Estoril-Praia,2017-2018
9191,31,Liga Portugal,Portugal,393,SL Benfica,2017-2018
9192,31,Liga Portugal,Portugal,848,Rio Ave FC,2017-2018
9193,31,Liga Portugal,Portugal,767,CS Maritimo,2017-2018
9194,31,Liga Portugal,Portugal,871,Vitória FC,2017-2018
9195,31,Liga Portugal,Portugal,598,Grupo Desportivo de Chaves,2017-2018
9196,31,Liga Portugal,Portugal,401,Sporting CP,2017-2018
9197,31,Liga Portugal,Portugal,757,Clube Desportivo Nacional,2018-2019
9198,31,Liga Portugal,Portugal,382,SC Braga,2018-2019
9200,31,Liga Portugal,Portugal,826,Portimonense SC,2018-2019
9201,31,Liga Portugal,Portugal,778,Moreirense FC,2018-2019
9202,31,Liga Portugal,Portugal,556,Boavista FC,2018-2019
9203,31,Liga Portugal,Portugal,864,CD Santa Clara,2018-2019
9204,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2018-2019
9205,31,Liga Portugal,Portugal,197,FC Porto,2018-2019
9206,31,Liga Portugal,Portugal,660,Clube Desportivo Feirense,2018-2019
9207,31,Liga Portugal,Portugal,537,CD Aves,2018-2019
9208,31,Liga Portugal,Portugal,393,SL Benfica,2018-2019
9209,31,Liga Portugal,Portugal,401,Sporting CP,2018-2019
9210,31,Liga Portugal,Portugal,848,Rio Ave FC,2018-2019
9211,31,Liga Portugal,Portugal,767,CS Maritimo,2018-2019
9212,31,Liga Portugal,Portugal,871,Vitória FC,2018-2019
9213,31,Liga Portugal,Portugal,598,Grupo Desportivo de Chaves,2018-2019
9214,31,Liga Portugal,Portugal,905,CD Tondela,2018-2019
9215,31,Liga Portugal,Portugal,382,SC Braga,2019-2020
9217,31,Liga Portugal,Portugal,826,Portimonense SC,2019-2020
9218,31,Liga Portugal,Portugal,657,FC Famalicão,2019-2020
9219,31,Liga Portugal,Portugal,556,Boavista FC,2019-2020
9220,31,Liga Portugal,Portugal,778,Moreirense FC,2019-2020
9221,31,Liga Portugal,Portugal,864,CD Santa Clara,2019-2020
9222,31,Liga Portugal,Portugal,905,CD Tondela,2019-2020
9223,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2019-2020
9224,31,Liga Portugal,Portugal,197,FC Porto,2019-2020
9225,31,Liga Portugal,Portugal,537,CD Aves,2019-2020
9226,31,Liga Portugal,Portugal,809,FC Paços de Ferreira,2019-2020
9227,31,Liga Portugal,Portugal,676,Gil Vicente FC,2019-2020
9228,31,Liga Portugal,Portugal,393,SL Benfica,2019-2020
9229,31,Liga Portugal,Portugal,848,Rio Ave FC,2019-2020
9230,31,Liga Portugal,Portugal,767,CS Maritimo,2019-2020
9231,31,Liga Portugal,Portugal,871,Vitória FC,2019-2020
9232,31,Liga Portugal,Portugal,401,Sporting CP,2019-2020
9233,31,Liga Portugal,Portugal,757,Clube Desportivo Nacional,2020-2021
9234,31,Liga Portugal,Portugal,382,SC Braga,2020-2021
9236,31,Liga Portugal,Portugal,826,Portimonense SC,2020-2021
9237,31,Liga Portugal,Portugal,657,FC Famalicão,2020-2021
9238,31,Liga Portugal,Portugal,778,Moreirense FC,2020-2021
9239,31,Liga Portugal,Portugal,556,Boavista FC,2020-2021
9240,31,Liga Portugal,Portugal,864,CD Santa Clara,2020-2021
9241,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2020-2021
9242,31,Liga Portugal,Portugal,197,FC Porto,2020-2021
9243,31,Liga Portugal,Portugal,809,FC Paços de Ferreira,2020-2021
9244,31,Liga Portugal,Portugal,676,Gil Vicente FC,2020-2021
9245,31,Liga Portugal,Portugal,393,SL Benfica,2020-2021
9246,31,Liga Portugal,Portugal,658,SC Farense,2020-2021
9247,31,Liga Portugal,Portugal,848,Rio Ave FC,2020-2021
9248,31,Liga Portugal,Portugal,767,CS Maritimo,2020-2021
9249,31,Liga Portugal,Portugal,401,Sporting CP,2020-2021
9250,31,Liga Portugal,Portugal,905,CD Tondela,2020-2021
9251,31,Liga Portugal,Portugal,532,FC Arouca,2021-2022
9252,31,Liga Portugal,Portugal,382,SC Braga,2021-2022
9254,31,Liga Portugal,Portugal,826,Portimonense SC,2021-2022
9255,31,Liga Portugal,Portugal,778,Moreirense FC,2021-2022
9256,31,Liga Portugal,Portugal,657,FC Famalicão,2021-2022
9257,31,Liga Portugal,Portugal,556,Boavista FC,2021-2022
9258,31,Liga Portugal,Portugal,905,CD Tondela,2021-2022
9259,31,Liga Portugal,Portugal,864,CD Santa Clara,2021-2022
9260,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2021-2022
9261,31,Liga Portugal,Portugal,197,FC Porto,2021-2022
9262,31,Liga Portugal,Portugal,809,FC Paços de Ferreira,2021-2022
9263,31,Liga Portugal,Portugal,676,Gil Vicente FC,2021-2022
9264,31,Liga Portugal,Portugal,647,Grupo Desportivo Estoril-Praia,2021-2022
9265,31,Liga Portugal,Portugal,393,SL Benfica,2021-2022
9266,31,Liga Portugal,Portugal,767,CS Maritimo,2021-2022
9267,31,Liga Portugal,Portugal,935,FC Vizela,2021-2022
9268,31,Liga Portugal,Portugal,401,Sporting CP,2021-2022
9269,31,Liga Portugal,Portugal,532,FC Arouca,2022-2023
9270,31,Liga Portugal,Portugal,382,SC Braga,2022-2023
9271,31,Liga Portugal,Portugal,588,Casa Pia Atlético Clube,2022-2023
9272,31,Liga Portugal,Portugal,826,Portimonense SC,2022-2023
9273,31,Liga Portugal,Portugal,657,FC Famalicão,2022-2023
9274,31,Liga Portugal,Portugal,556,Boavista FC,2022-2023
9275,31,Liga Portugal,Portugal,864,CD Santa Clara,2022-2023
9276,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2022-2023
9277,31,Liga Portugal,Portugal,197,FC Porto,2022-2023
9278,31,Liga Portugal,Portugal,809,FC Paços de Ferreira,2022-2023
9279,31,Liga Portugal,Portugal,647,Grupo Desportivo Estoril-Praia,2022-2023
9280,31,Liga Portugal,Portugal,393,SL Benfica,2022-2023
9281,31,Liga Portugal,Portugal,676,Gil Vicente FC,2022-2023
9282,31,Liga Portugal,Portugal,848,Rio Ave FC,2022-2023
9283,31,Liga Portugal,Portugal,767,CS Maritimo,2022-2023
9284,31,Liga Portugal,Portugal,935,FC Vizela,2022-2023
9285,31,Liga Portugal,Portugal,598,Grupo Desportivo de Chaves,2022-2023
9286,31,Liga Portugal,Portugal,401,Sporting CP,2022-2023
9287,31,Liga Portugal,Portugal,532,FC Arouca,2023-2024
9288,31,Liga Portugal,Portugal,382,SC Braga,2023-2024
9289,31,Liga Portugal,Portugal,588,Casa Pia Atlético Clube,2023-2024
9290,31,Liga Portugal,Portugal,646,CF Estrela da Amadora,2023-2024
9291,31,Liga Portugal,Portugal,826,Portimonense SC,2023-2024
9292,31,Liga Portugal,Portugal,778,Moreirense FC,2023-2024
9293,31,Liga Portugal,Portugal,556,Boavista FC,2023-2024
9294,31,Liga Portugal,Portugal,657,FC Famalicão,2023-2024
9295,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2023-2024
9296,31,Liga Portugal,Portugal,197,FC Porto,2023-2024
9297,31,Liga Portugal,Portugal,676,Gil Vicente FC,2023-2024
9298,31,Liga Portugal,Portugal,393,SL Benfica,2023-2024
9299,31,Liga Portugal,Portugal,658,SC Farense,2023-2024
9300,31,Liga Portugal,Portugal,848,Rio Ave FC,2023-2024
9301,31,Liga Portugal,Portugal,647,Grupo Desportivo Estoril-Praia,2023-2024
9302,31,Liga Portugal,Portugal,935,FC Vizela,2023-2024
9303,31,Liga Portugal,Portugal,598,Grupo Desportivo de Chaves,2023-2024
9304,31,Liga Portugal,Portugal,401,Sporting CP,2023-2024
9305,31,Liga Portugal,Portugal,532,FC Arouca,2024-2025
9306,31,Liga Portugal,Portugal,757,Clube Desportivo Nacional,2024-2025
9307,31,Liga Portugal,Portugal,588,Casa Pia Atlético Clube,2024-2025
9308,31,Liga Portugal,Portugal,382,SC Braga,2024-2025
9309,31,Liga Portugal,Portugal,646,CF Estrela da Amadora,2024-2025
9310,31,Liga Portugal,Portugal,657,FC Famalicão,2024-2025
9311,31,Liga Portugal,Portugal,778,Moreirense FC,2024-2025
9312,31,Liga Portugal,Portugal,505,AVS Futebol SAD,2024-2025
9313,31,Liga Portugal,Portugal,864,CD Santa Clara,2024-2025
9314,31,Liga Portugal,Portugal,556,Boavista FC,2024-2025
9315,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2024-2025
9316,31,Liga Portugal,Portugal,197,FC Porto,2024-2025
9317,31,Liga Portugal,Portugal,647,Grupo Desportivo Estoril-Praia,2024-2025
9318,31,Liga Portugal,Portugal,676,Gil Vicente FC,2024-2025
9319,31,Liga Portugal,Portugal,658,SC Farense,2024-2025
9320,31,Liga Portugal,Portugal,848,Rio Ave FC,2024-2025
9321,31,Liga Portugal,Portugal,393,SL Benfica,2024-2025
9322,31,Liga Portugal,Portugal,401,Sporting CP,2024-2025
9323,31,Liga Portugal,Portugal,532,FC Arouca,2025-2026
9324,31,Liga Portugal,Portugal,757,Clube Desportivo Nacional,2025-2026
9325,31,Liga Portugal,Portugal,588,Casa Pia Atlético Clube,2025-2026
9326,31,Liga Portugal,Portugal,382,SC Braga,2025-2026
9327,31,Liga Portugal,Portugal,646,CF Estrela da Amadora,2025-2026
9328,31,Liga Portugal,Portugal,525,FC Alverca,2025-2026
9329,31,Liga Portugal,Portugal,778,Moreirense FC,2025-2026
9330,31,Liga Portugal,Portugal,657,FC Famalicão,2025-2026
9331,31,Liga Portugal,Portugal,505,AVS Futebol SAD,2025-2026
9332,31,Liga Portugal,Portugal,864,CD Santa Clara,2025-2026
9333,31,Liga Portugal,Portugal,691,Vitória Sport Clube,2025-2026
9334,31,Liga Portugal,Portugal,197,FC Porto,2025-2026
9335,31,Liga Portugal,Portugal,647,Grupo Desportivo Estoril-Praia,2025-2026
9336,31,Liga Portugal,Portugal,676,Gil Vicente FC,2025-2026
9337,31,Liga Portugal,Portugal,401,Sporting CP,2025-2026
9338,31,Liga Portugal,Portugal,848,Rio Ave FC,2025-2026
9339,31,Liga Portugal,Portugal,393,SL Benfica,2025-2026
9340,31,Liga Portugal,Portugal,905,CD Tondela,2025-2026
